game_id,game_name,company,genre_tags,is_google_play,is_app_store,is_one_store,is_galaxy_store,description,icon_url
GAME_0025,I9: 인페르노 나인,Leniu Technology,RPG,TRUE,TRUE,TRUE,TRUE,한 손으로 즐기는 방치형 세로 RPG MMORPG,https://play-lh.googleusercontent.com/jZ0P5ZxOE4VorYhs9QmbcxzXi7VYiNqh4I5YlO2JXUdh_5D80ymAagbYxjtP6pGnU_7f_W0gWUVWUm9mIkCI5A=w480-h960-rw
GAME_0026,명일방주,요스타,RPG; 전략,TRUE,TRUE,TRUE,TRUE,독창적인 세계관의 어반 판타지 타워 디펜스 RPG,https://play-lh.googleusercontent.com/fhgbWvrtqYEYlJiRI2Bk-__-4p2dx4VPVI-LZZ0Dz7sUWnw5EIu3g8Pitr6qmLRzI8yog8PJvFnm97GA0jg=w480-h960-rw
GAME_0027,명일방주: 엔드필드,그리프라인,RPG; 전략,TRUE,TRUE,FALSE,TRUE,명일방주 세계관 기반의 3D 앤드게임 전략 RPG,https://play-lh.googleusercontent.com/l6FVNa293RykBWy88TqEhUakIcGSC8bRygSnKOBgztln48JX-WzMWnrBAETrKZsxDNC4HhwCsvfle_UI7rBE=s96-rw
GAME_0028,나이트 크로우,위메이드커넥트,RPG; 전략,TRUE,TRUE,TRUE,FALSE,언리얼 엔진 5로 구현한 중세 유럽 배경 대규모 MMORPG,https://play-lh.googleusercontent.com/OmmrYyYORMkonxxUu7BR6sl7vdzLgT1mcoysiJUIrwb_6JmF8j7vjXQ7oC_HOTLsoUOIMPGmoHNHVBC8QbqTrQ=s96-rw
GAME_0029,2026 프로야구GO!,해긴,스포츠; 캐주얼,TRUE,TRUE,TRUE,TRUE,쉽고 재밌는 캐주얼 모바일 야구 게임,https://play-lh.googleusercontent.com/R2aEIXiVL_Zs07_XCpViKsze6-BA8AneOvl3vVNHkzSBJ0ts3uA-xxAC9jyZYgFQUeiOd2PEcFoTaZEOXBcSd3w=s96-rw
GAME_0030,리니지2M,NCSOFT,RPG,TRUE,TRUE,FALSE,TRUE,압도적인 그래픽과 심리스 오픈월드의 정통 MMORPG,https://play-lh.googleusercontent.com/bh67_a9Z2UyAoJHcktORocXm_c25UcWz_diX4kuGbQ2W1tbWwzK1QqapGahZrlDmwWCAp-CFoy9NA2KMYojBAik=w480-h960-rw
GAME_0031,배틀그라운드 모바일,크래프톤,액션/슈팅,TRUE,TRUE,FALSE,TRUE,100명이 최후의 1인이 되기 위해 겨루는 배틀로얄 슈팅,https://play-lh.googleusercontent.com/xwFtt40YwOjDNuj4unNQRjbzz1yRmuZQAYN_o7HvTd0xS3IK3EGLYCqcz_bHijJk_SKyvPh78xw7tGdEHHsrHA=s96-rw
GAME_0032,원신,Hoyoverse,RPG; 액션/슈팅,TRUE,TRUE,FALSE,TRUE,티바트 대륙에서 펼쳐지는 오픈월드 어드벤처 RPG,https://play-lh.googleusercontent.com/YQqyKaXX-63krqsfIzUEJWUWLINxcb5tbS6QVySdxbS7eZV7YB2dUjUvX27xA0TIGtfxQ5v-tQjwlT5tTB-O=s96-rw
GAME_0033,피망 포커 : 카지노 로얄,네오위즈,보드/카드,TRUE,TRUE,FALSE,TRUE,7포커 텍사스홀덤 바카라를 실시간으로 즐기는 웹보드,https://play-lh.googleusercontent.com/MkI60z70bUF0YIi9loQzKm08WLinhruANPb6D7j1Gh1iPiLrfL1W-2ZQ0Q8ICCMdkFY0jDlTjx9_iZFVGOourg=s96-rw
GAME_0034,서머너즈 워: 천상의 아레나,컴투스,RPG; 전략,TRUE,TRUE,FALSE,TRUE,다양한 룬 조합과 속성 전략의 글로벌 수집형 RPG,https://play-lh.googleusercontent.com/MUCpc9V1KmbWYb2Cv6p3aSVyzBo-uuG_iMPWY0vZSRh9cpDadSM07vaWHJXE6Yrpxj-wH1y55mO6Bo6B3_2k=w480-h960-rw
GAME_0035,갓깨비 키우기,Joy Nice Games,RPG; 시뮬레이션,TRUE,TRUE,TRUE,TRUE,도깨비 캐릭터를 키우며 속도감 있게 성장하는 방치형 RPG,https://play-lh.googleusercontent.com/vre365L9Y_XIpaTg56Mqa3Oraobas7RMsHl52ZJuyyShZNWdPg8fbkQjWCHu1hTJ0TE4DaY_vbuDUkUi9u8P=w480-h960-rw
GAME_0036,쿠키런 키우기 - 쿠키런: 크럼블,데브시스터즈,RPG; 캐주얼,TRUE,TRUE,TRUE,TRUE,귀여운 쿠키들을 한 손으로 성장시키는 방치형 RPG,https://play-lh.googleusercontent.com/nH4gayvv0-dHdjwjxUIKY9QWr_6dYnNeqFNHPwckQ3dgvJgrsJPdkIEyevgE09j0IGUiAIwpniaoAZ7Xn0PH=w480-h960-rw
GAME_0037,열혈강호: 넥스트,Kingnet Technology,RPG,TRUE,TRUE,TRUE,TRUE,인기 무협 만화 열혈강호 IP 기반의 MMORPG,https://play-lh.googleusercontent.com/ct9hCP6C7NRwwTT3p-eIRLAJHMYuK2k2kO0tC6nc8YUCwgRos5tOuzfKmflfPOwQdfJiuNHkmifu0lhVcEmY=w480-h960-rw
GAME_0038,창세기전 모바일 - 서풍의 광시곡,LINE Games,RPG,TRUE,TRUE,TRUE,TRUE,원작의 감동을 그대로 모바일로 재현한 수집형 전략 RPG,https://play-lh.googleusercontent.com/-lMlU3V7M8D8rQ_r9LFGHeqypB_xaRRbi_QbjVlFyYOUL9ldQXjqHAZ5Z6LZ2r5yiZVwbXsVF4ELv9bvhTpsRBQ=s96-rw
GAME_0039,MLB 9이닝스 26,컴투스,스포츠; 시뮬레이션,TRUE,TRUE,TRUE,TRUE,MLB 공식 라이선스 기반의 정통 메이저리그 야구 게임,https://play-lh.googleusercontent.com/ltiGaRjBglanp6J3YAj14PoM0kr3dYie8vpaQaLnJPR0lBHuJUGTodRMi6fbBeO2islilB5Eb_OtzRnmc4mo=s96-rw
GAME_0040,디아블로 이몰탈,블리자드,RPG; 액션/슈팅,TRUE,TRUE,TRUE,FALSE,성역에서 펼쳐지는 모바일 정통 다크 판타지 액션 RPG,https://play-lh.googleusercontent.com/Nk_4asF8QaOyrT3SKWciYtVnMcQedoGf3GLPYPKUjObVaD2nEsqhHIcXn4SWhdB03y0qFD4d3viDihwuUHE4Ors=s96-rw
GAME_0041,캣 히어로 : 방치형 RPG,게임듀오,RPG; 캐주얼,TRUE,TRUE,TRUE,TRUE,고양이 영웅들을 모아 성장시키는 방치형 RPG,https://play-lh.googleusercontent.com/QfQrxylW8hLlAlO7paLKuKYdZW4QYuCvQpVxT88Su-GjOzvwXNqUkbeEyAUfBvQqQgEa8JljK1nlucux_tLL=s96-rw
GAME_0042,아이모: The World of Magic,컴투스,RPG,TRUE,TRUE,TRUE,FALSE,대한민국 최초 모바일 MMORPG 아이모의 도트 감성을 계승,https://play-lh.googleusercontent.com/Q3odBUTKM45R8FtDXVUmb0ykHyav4XmsmRy_EyIIhfSiLFGw0snSu-gaUXZlGEXfo8TgUiJziNWVX5uusx06lA=s96-rw
GAME_0043,창세기전 키우기,New Normal Soft,RPG; 캐주얼,TRUE,TRUE,TRUE,FALSE,창세기전 캐릭터들을 손쉽게 성장시키는 방치형 RPG,https://play-lh.googleusercontent.com/vpSo_nYBbW0DQCGCoTDJHuVjwEoyuhhccmIbYAJhezoAhTXHUqWxjhYntGLjLFa0aq1uqZT2f4kcJ-RnzQoZsV4=w480-h960-rw
GAME_0044,아키텍트: 랜드 오브 엑자일,DRIMAGE,RPG,TRUE,TRUE,TRUE,FALSE,압도적인 스케일의 심리스 세계관 언리얼 엔진 5 MMORPG,https://play-lh.googleusercontent.com/14-XxuLjk7eu2EfkeJ41qz3dcSUgWdfE517sYAbmbQtK8czfG_FP7uiWAW6DGabyavmIRv9uG45xC-VQe3LuUw=s96-rw
GAME_0045,컴투스프로야구 for 매니저 LIVE 2026,컴투스,스포츠; 시뮬레이션,TRUE,TRUE,TRUE,FALSE,KBO 감독이 되어 시뮬레이션 구단을 경영하는 시뮬레이터,https://play-lh.googleusercontent.com/s0xIMnhd-6giT61G94VKArjoAvaCeQGGp26Cy_9q-K9ijP6hT0fE0lGX4ZGwT7hzPFRQUSvNd99TgDXElz6P7TU=w480-h960-rw
GAME_0046,인생존망겜,gm99,RPG; 시뮬레이션,TRUE,TRUE,TRUE,FALSE,유쾌한 B급 감성과 운으로 극복하는 방치형 캐주얼,https://play-lh.googleusercontent.com/HcK8j0gkwe07w9TM_cPUmD0H3FLzgq9YhJLFTEVovusqdapM0UFVEcE6TpE5PX6EbDQGUXdP-cxnFCUrrXSZHg=s96-rw
GAME_0047,에이지 오브 엠파이어 모바일,Level Infinite,전략,TRUE,TRUE,TRUE,FALSE,전설적인 RTS IP '에이지 오브 엠파이어'의 모바일 전략,https://play-lh.googleusercontent.com/FsrJ4G5spS_npOfZQK6Y-lggN4mxUVpSgqZt15v3Cb4MHukPsQes4e75ruMrIbldET-J4tHJqTmjdSmOl3ldQQ=s96-rw
GAME_0048,뮤 모나크2,웹젠,RPG,TRUE,TRUE,TRUE,FALSE,PC 뮤 온라인의 고전 감성과 빠른 성장을 담은 MMORPG,https://play-lh.googleusercontent.com/qnZL-Cen0ZiuBaJFSRkJsW1shxOLzMjGnZUDFRvnPit9WizZ3TiHrq2BFJwtDcnFO-Qk1M4wdxf4gVVZ0fta3g=s96-rw
GAME_0049,주술회전 팬텀 퍼레이드,BILIBILI,RPG,TRUE,TRUE,TRUE,TRUE,인기 애니메이션 '주술회전' IP 공식 모바일 턴제 RPG,https://play-lh.googleusercontent.com/_3JFCRzaFgARkff2H4q_1FH4qusQsEyeBVo_uRUrK7gpPKFON8_VJqXc5IpJQ0ho57StJ4Z6AFqGsrlO7fnhIVw=w480-h960-rw
GAME_0050,Total Football: Mobile Soccer 2026,GALA SPORTS,스포츠; 시뮬레이션,TRUE,TRUE,TRUE,FALSE,고화질 모션 라이선스 기반의 리얼리티 축구 게임,https://play-lh.googleusercontent.com/7CjZABrExQae8Trj7CuRdUfuPGOSGdG937qr5mJD2cun_cy5l9B1-SCH3_MxJUiyXtXGJo6DPO4CFdNOOPXQY-U=s96-rw
GAME_0051,9UP 프로야구: KBO 야구 매니저,Ace Project,스포츠; 시뮬레이션,TRUE,TRUE,TRUE,FALSE,실사 선수 카드와 세밀한 데이터로 경영하는 야구 매니저,https://play-lh.googleusercontent.com/zIBwwahUp8G7dK8vUijsF4grKVecu9PqFYAQuNkAoDPP8GMpw21USWytzuqpn-aLqNiAY0WJrI353yWP4PQ5ZeA=s96-rw
GAME_0052,삼국지 전략판,Qookka Games,전략,TRUE,TRUE,TRUE,TRUE,지형 활용과 전략적 대규모 영토 전쟁의 삼국지 SLG,https://play-lh.googleusercontent.com/kimpPr9QPMtL8fa-vsn3baNKIjutXCprwCfAajBnkaIHU34p7xQYzYaXfN137DFu_43qkuWxjTYqDOMun_02=s96-rw
GAME_0053,갑부: 장사의 시대,BLANCOZONE,시뮬레이션,TRUE,TRUE,TRUE,TRUE,고대 상인이 되어 점포를 경영하고 거부가 되는 시뮬레이션,https://play-lh.googleusercontent.com/2SDMJ16666DlVIOvLeTPavhoJIp30HcBZKunFy27mt-pTY0nxl_oCw2m2mPXP8Khk1gkuGeAroQeDkJprnkdlg=s96-rw
GAME_0054,로스트 소드,위메이드커넥트,RPG,TRUE,TRUE,TRUE,FALSE,화려한 2D 액션 연출의 서브컬처 수집형 RPG,https://play-lh.googleusercontent.com/_OS6EQ01n93vfCiMRVgOb6RSsYiyacTI-2z_ebCzHNlLHdQX4Ln12dC1qGLjb_nrLc2L7Yr62osZDvFdIIv0JA=w480-h960-rw
GAME_0055,프리스톤테일M,FOWGames,RPG,TRUE,TRUE,TRUE,FALSE,PC 원작 프리스톤테일의 향수를 담은 모바일 MMORPG,https://play-lh.googleusercontent.com/2mIh4m8Cg_Kd7d83uSBMSLNqulGejWEIrqugFcp34wMMIFkPL__g6p9zDYjcgkfsudCtzHhKeqdMXC9wEgNX=s96-rw
GAME_0056,오늘의 꽃,Ujoy Games,RPG; 캐주얼,TRUE,TRUE,TRUE,TRUE,꽃을 가꾸며 동화 같은 이야기를 펼치는 캐주얼 수집형,https://play-lh.googleusercontent.com/cg1-R8XG0O9Ok4XFvhzNked6xAl63XQn4N4BLx1X685DD9JsmmYzfNDSn9p2pm9gDNZXdBErMPq05Z5IKXJDgg=s96-rw
GAME_0057,심쿵 삼국지: 방치형 RPG,END9,RPG; 캐주얼,TRUE,TRUE,TRUE,FALSE,심쿵 캐릭터들과 부담 없이 즐기는 방치형 삼국지,https://play-lh.googleusercontent.com/rSNS5b9uKneFd5fIBhVirPQuBdVxKkWeP2BbYe83_RrdhkLtTZKKYVKT-QCwYmSsJXQ0Xy7cwSy7maE3vhDbyNI=s96-rw
GAME_0058,이환,퍼펙트월드,RPG; 액션/슈팅,TRUE,TRUE,FALSE,TRUE,초현실 도시에서 펼쳐지는 수집형 어반 액션 RPG,https://play-lh.googleusercontent.com/TGl3DdDbi4hty6ooOhEvv_2s5tkpGLbL6derP8y5hK-_Bw--Ve375b08ba9HHQ9ueRpoQ9oye1T_T24BJriLUmw=s96-rw
GAME_0059,쿠키런: 킹덤,데브시스터즈,RPG,TRUE,TRUE,TRUE,TRUE,쿠키들과 함께 떠나는 모험과 왕국 건설 수집형 RPG,https://play-lh.googleusercontent.com/J1zzZf_Clyg51sikuBbfTMD_sGVK64Ki5vyVtn3MmkUUzQ-AxKWq2-WuVDnpkrpai6Icun3wXspttadNAxy4djI=s96-rw
GAME_0060,쿠키런: 오븐브레이크,데브시스터즈,액션/슈팅; 캐주얼,TRUE,TRUE,TRUE,TRUE,점프와 슬라이드로 달리는 국민 러닝 게임,https://play-lh.googleusercontent.com/XUsPgSgtkGU7-POcKVyLz86tJShDWBMyFx07mcaMOYiIsi5DuB85E4P1OwEx8jb8x4RhB6GgK1_hzjWi-utVyA=s96-rw
GAME_0061,붕괴3rd,Hoyoverse,RPG; 액션/슈팅,TRUE,TRUE,FALSE,TRUE,화려한 콘솔급 액션 연출을 선사하는 3D 액션 RPG,https://play-lh.googleusercontent.com/ditfMKOtRRnASNxKnW7N2bmmA_lLIqkJvk4gs6hxLU8-Gxcg9-53Gysspw0qZukKEL1Et6Pf2cghBVKdm9vR=s96-rw
GAME_0062,소녀전선,하오플레이,RPG; 전략,TRUE,TRUE,FALSE,FALSE,화려한 콘솔급 액션 연출을 선사하는 3D 액션 RPG,https://play-lh.googleusercontent.com/nuSqaKjB6qjIBEPktUWa7txRtQOp6L1uikr6YS0O2D12w3Adilc-QNgDTya_4hCszZLyt2Zyr3UE_bWK7jWoYA=s96-rw
GAME_0063,소녀전선2: 망명,하오플레이,RPG; 전략,TRUE,TRUE,FALSE,FALSE,택티컬 엄폐 요소와 3D 모델링의 서브컬처 전략 RPG,https://play-lh.googleusercontent.com/N0Cq4MZ9VszB5TH_Wq229R62IuSVn1LfWwB3uhdjb0J_fsRn2hfHWc8XOEH7kAUs7Hg4SB2HLl_LEOj17YkwNQ=s96-rw
GAME_0064,퍼니싱:그레이 레이븐,쿠로게임즈,RPG; 액션/슈팅,TRUE,TRUE,FALSE,TRUE,세기말 구원 다크 판타지 3D 액션 RPG,https://play-lh.googleusercontent.com/s0-m6w0VqNKxmBpAaHVB8bs5gmlY5YUJg9DjwP3TSAMNnDoRh2pOPg-R-xgw7nmfGmnq_3ViNse_4iloBs30=s96-rw
GAME_0065,브라운더스트2,네오위즈,RPG,TRUE,TRUE,TRUE,TRUE,고퀄리티 그래픽과 턴제 전략 전투의 수집형 RPG,https://play-lh.googleusercontent.com/t_Pc0TNuYTnMGe9nm950wu9hPQOwVwSxAYmnCezhhQWxR7oW1Vp9LR828QqtDWnDopIv0OkSIZQucfReW-XCcCE=w480-h960-rw
GAME_0066,옥토패스 트래블러: 대륙의 패자,NetEase Games,RPG,TRUE,TRUE,FALSE,TRUE,콘솔 감성의 HD-2D 그래픽 싱글 JRPG,https://play-lh.googleusercontent.com/WJXkwoxxK4r7dfZLHmpV96Qxz8C46XU0hIs8InTgW-GpHOtx9eAgHfpx1YOTcayIvm8NODVxPgbkb0jThpqR=w480-h960-rw
GAME_0067,나 혼자만 레벨업: 어라이즈,넷마블,RPG; 액션/슈팅,TRUE,TRUE,FALSE,FALSE,인기 웹툰 IP 기반의 역동적인 액션 RPG,https://play-lh.googleusercontent.com/MfVM3wvhQwzhPbwjzd5tiZQKR7EyCkZlNxG68d_4haoTAaZLT8A0GtdyeMXaMujZikQ8Nt7qP2rXol-k_zhulA=s96-rw
GAME_0068,젠레스 존 제로,Hoyoverse,RPG; 액션/슈팅,TRUE,TRUE,FALSE,FALSE,세련된 도시 인프라와 타격감을 자랑하는 액션 RPG,https://play-lh.googleusercontent.com/-OwYJcIdDSfGJBOQozVC3kKxqnA7ev2O897twi-aVUpc8AXVMNtB3YWEXDui_V0VJxelNAbUbLXpNZj9AqWa3A=s96-rw
GAME_0069,우마무스메 프리티 더비,카카오게임즈,스포츠; 시뮬레이션,TRUE,TRUE,FALSE,FALSE,우마무스메를 육성하고 레이스 승리를 목표로 하는 게임,https://play-lh.googleusercontent.com/ogMI7CQqrnr3Lh-ec8Au3jPSsMxzrg1gyNYDyCon46fPS-EZPMzQEsHFNHMtEiYtbwseXdGGFBMM67e011i3=w480-h960-rw
GAME_0070,포켓몬 카드 게임 Pocket,The Pokémon Company,RPG; 보드/카드,TRUE,TRUE,FALSE,FALSE,포켓몬 카드를 수집하고 수동 배틀을 즐기는 TCG 모바일 게임,https://play-lh.googleusercontent.com/qdEdyVc19jfittS0bnDUnXLRM7jOPZzfHXEYoChPWOtzMrtwU6t3ZVm_FQ7wbeDYFlqLBuWCDK0Q6c1nEwYKTA=s96-rw
GAME_0071,카피바라 Go!,Habby,RPG; 캐주얼,TRUE,TRUE,FALSE,FALSE,카피바라와 함께 떠나는 아기자기한 모험 텍스트 RPG,https://play-lh.googleusercontent.com/9SuRQeJjqsr7JLGTcIavo1FTUM6jwCwOqDt9c0VPIi_q5YhNjVgUZivOwhjDzCmCCeIJb0JRLtqC7n7KgpZ3=s96-rw
GAME_0072,궁수의 전설2,Habby,액션/슈팅; 캐주얼,TRUE,TRUE,FALSE,FALSE,화려한 스킬 조합과 컨트롤의 로그라이크 슈팅 액션,https://play-lh.googleusercontent.com/N9TLJ3QaDjDo9CRyeEbhU5OfVj3v06uxoNKUyv-0aKlCC9PAJyVkzuNThFrwu7-k4orXbVRfNSo7vKbYBXitttk=s96-rw
