benefit_id,source_file,category,provider_or_retailer,item_or_event_name,target_platform,target_game,channel_type,benefit_type,benefit_value,benefit_unit,min_spend_krw,max_benefit_krw,min_prev_month_spend_krw,condition_type,is_first_purchase,requires_pre_app,payment_method_restriction,stacking_layer,user_segment,spend_exclusion_type,disbursement_type,is_first_come_first_served,is_tiered_limit,payment_route_type,is_probabilistic,denomination_list,start_date,end_date,source_url,condition_raw_text,content_hash,crawled_at,updated_at,is_active
BNF_STORE_ONESTORE_1bda6cc2,store_onestore,DISCOUNT_STORE,ONE_STORE,다크슬레이어2 : 방치형 RPG 50% 쿠폰[1차],ONE_STORE,다크슬레이어2 : 방치형 RPG,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_5b1d5a3f,store_onestore,DISCOUNT_STORE,ONE_STORE,다크슬레이어2 : 방치형 RPG 30% 쿠폰[2차],ONE_STORE,다크슬레이어2 : 방치형 RPG,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_655c1063,store_onestore,DISCOUNT_STORE,ONE_STORE,멀티 키우기 : 정령킹 키우기 50% 쿠폰[1차],ONE_STORE,멀티 키우기 : 정령킹 키우기,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_6d6fbe51,store_onestore,DISCOUNT_STORE,ONE_STORE,멀티 키우기 : 정령킹 키우기 30% 쿠폰[2차],ONE_STORE,멀티 키우기 : 정령킹 키우기,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_07471c97,store_onestore,DISCOUNT_STORE,ONE_STORE,블랙 쉐도우 키우기 50% 쿠폰[1차],ONE_STORE,블랙 쉐도우 키우기,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_9314b6fb,store_onestore,DISCOUNT_STORE,ONE_STORE,블랙 쉐도우 키우기 30% 쿠폰[2차],ONE_STORE,블랙 쉐도우 키우기,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_456762db,store_onestore,DISCOUNT_STORE,ONE_STORE,머지 페코 50% 쿠폰[1차],ONE_STORE,머지 페코,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+50% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_536a4769,store_onestore,DISCOUNT_STORE,ONE_STORE,머지 페코 50% 쿠폰[2차],ONE_STORE,머지 페코,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+50% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_21a67968,store_onestore,DISCOUNT_STORE,ONE_STORE,10초컷 50% 쿠폰[1차],ONE_STORE,10초컷,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_bc7c809f,store_onestore,DISCOUNT_STORE,ONE_STORE,10초컷 30% 쿠폰[2차],ONE_STORE,10초컷,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_a0300064,store_onestore,DISCOUNT_STORE,ONE_STORE,돌격 기사단 50% 쿠폰[1차],ONE_STORE,돌격 기사단,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+50% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_e57c863f,store_onestore,DISCOUNT_STORE,ONE_STORE,돌격 기사단 50% 쿠폰[2차],ONE_STORE,돌격 기사단,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+50% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_b7996546,store_onestore,DISCOUNT_STORE,ONE_STORE,영웅삼국 50% 쿠폰[1차],ONE_STORE,영웅삼국,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_fd314b13,store_onestore,DISCOUNT_STORE,ONE_STORE,영웅삼국 30% 쿠폰[2차],ONE_STORE,영웅삼국,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_71dcf778,store_onestore,DISCOUNT_STORE,ONE_STORE,실크로드M 50% 쿠폰[1차],ONE_STORE,실크로드M,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_4b61c179,store_onestore,DISCOUNT_STORE,ONE_STORE,실크로드M 30% 쿠폰[2차],ONE_STORE,실크로드M,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_de0bea4d,store_onestore,DISCOUNT_STORE,ONE_STORE,약빤삼국 50% 쿠폰[1차],ONE_STORE,약빤삼국,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_ed4954d8,store_onestore,DISCOUNT_STORE,ONE_STORE,약빤삼국 30% 쿠폰[2차],ONE_STORE,약빤삼국,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-10-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 10월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_5fe556c7,store_onestore,DISCOUNT_STORE,ONE_STORE,갓오브하이스쿨 30% 쿠폰[1차],ONE_STORE,갓오브하이스쿨,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 30% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_2710d9c4,store_onestore,DISCOUNT_STORE,ONE_STORE,갓오브하이스쿨 30% 쿠폰[2차],ONE_STORE,갓오브하이스쿨,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 30% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_55b6fdd3,store_onestore,DISCOUNT_STORE,ONE_STORE,정리의 여왕(Sorting Queen) 50% 쿠폰[1차],ONE_STORE,정리의 여왕(Sorting Queen),IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_bb3abcab,store_onestore,DISCOUNT_STORE,ONE_STORE,정리의 여왕(Sorting Queen) 30% 쿠폰[2차],ONE_STORE,정리의 여왕(Sorting Queen),IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_76bfef40,store_onestore,DISCOUNT_STORE,ONE_STORE,드래곤 라이즈 50% 쿠폰[1차],ONE_STORE,드래곤 라이즈,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_84fe955e,store_onestore,DISCOUNT_STORE,ONE_STORE,드래곤 라이즈 30% 쿠폰[2차],ONE_STORE,드래곤 라이즈,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2026-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2026년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_6fc2457c,store_onestore,DISCOUNT_STORE,ONE_STORE,욕망의 발키리 50% 쿠폰[1차],ONE_STORE,욕망의 발키리,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_d0af0bb9,store_onestore,DISCOUNT_STORE,ONE_STORE,욕망의 발키리 30% 쿠폰[2차],ONE_STORE,욕망의 발키리,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_ONESTORE_1b90552f,store_onestore,DISCOUNT_STORE,ONE_STORE,스투랜덤디펜스 : S2RD 50% 쿠폰[1차],ONE_STORE,스투랜덤디펜스 : S2RD,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_84dd499a,store_onestore,DISCOUNT_STORE,ONE_STORE,스투랜덤디펜스 : S2RD 30% 쿠폰[2차],ONE_STORE,스투랜덤디펜스 : S2RD,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
